zeitstempel,temperatur,temperatur_fahrenheit,taupunkt,luftfeuchte,luftdruck,luefter_aktiv
22.62;72.72;15.34;63;1015;AUS
24.43;75.98;17.35;64;1016;AUS
26.42;79.55;19.30;64;1016;AN
28.36;83.04;20.97;64;1017;AN
30.03;86.06;22.15;62;1017;AN
31.27;88.28;22.69;60;1017;AN
31.92;89.45;22.46;57;1017;AN
31.91;89.45;21.43;53;1017;AN
31.26;88.26;19.67;50;1017;AN
30.02;86.03;17.31;46;1017;AN
28.34;83.00;14.55;42;1017;AN
26.39;79.51;11.68;39;1017;AN
24.41;75.94;8.96;37;1017;AUS
22.60;72.68;6.69;35;1017;AUS
21.17;70.10;5.11;35;1016;AUS
20.27;68.48;4.38;35;1016;AUS
20.00;68.01;4.58;36;1015;AUS
20.40;68.72;5.68;38;1015;AUS
21.42;70.55;7.58;40;1014;AUS
22.94;73.29;10.08;44;1013;AUS
24.80;76.64;12.96;47;1013;AUS
26.80;80.23;15.96;51;1012;AN
28.70;83.66;18.81;55;1012;AN
30.31;86.56;21.26;58;1011;AN
31.44;88.59;23.09;61;1010;AN
31.97;89.54;24.14;63;1010;AN
31.84;89.31;24.35;64;1009;AN
31.06;87.91;23.70;64;1009;AN
29.72;85.50;22.28;64;1009;AN
27.97;82.35;20.25;62;1008;AN
26.01;78.81;17.80;60;1008;AN
24.04;75.27;15.17;57;1008;AUS
22.29;72.12;12.59;54;1008;AUS
20.95;69.71;10.28;50;1008;AUS
20.17;68.30;8.43;46;1008;AUS
20.03;68.05;7.15;43;1008;AUS
20.55;68.99;6.53;40;1008;AUS
21.68;71.02;6.60;37;1008;AUS
23.28;73.90;7.33;35;1008;AUS
25.18;77.33;8.66;35;1009;AN
27.18;80.92;10.46;35;1009;AN
29.05;84.28;12.53;36;1010;AN
30.57;87.03;14.66;38;1010;AN
31.59;88.87;16.62;40;1011;AN
32.00;89.59;18.18;43;1011;AN
31.73;89.12;19.20;47;1012;AN
30.84;87.51;19.60;51;1013;AN
29.41;84.93;19.39;54;1013;AN
27.60;81.68;18.66;58;1014;AN
25.61;78.11;17.56;61;1015;AN
23.67;74.61;16.27;63;1015;AUS
21.99;71.58;15.00;64;1016;AUS
20.75;69.34;13.93;64;1016;AUS
20.09;68.16;13.18;64;1016;AUS
20.08;68.14;12.83;63;1017;AUS
20.73;69.31;12.88;60;1017;AUS
21.96;71.53;13.29;57;1017;AUS
23.64;74.55;13.92;54;1017;AUS
25.57;78.03;14.62;50;1017;AN
27.56;81.61;15.25;47;1017;AN
29.37;84.87;15.67;43;1017;AN
30.81;87.46;15.79;40;1017;AN
31.72;89.10;15.58;37;1017;AN
32.00;89.60;15.07;36;1017;AN
31.61;88.90;14.33;35;1016;AN
30.61;87.09;13.45;35;1016;AN
29.06;84.31;12.51;36;1015;AN
27.20;80.96;11.61;37;1015;AN
25.20;77.37;10.83;40;1014;AN
23.30;73.94;10.25;43;1014;AUS
21.69;71.05;9.96;47;1013;AUS
20.56;69.01;10.06;50;1012;AUS
20.03;68.06;10.62;54;1012;AUS
20.16;68.29;11.65;58;1011;AUS
20.94;69.68;13.11;60;1011;AUS
22.27;72.09;14.92;63;1010;AUS
24.02;75.23;16.91;64;1009;AUS
25.98;78.77;18.89;64;1009;AN
27.95;82.31;20.64;64;1009;AN
29.70;85.47;21.95;63;1008;AN
31.05;87.88;22.63;60;1008;AN
31.83;89.30;22.57;58;1008;AN
31.97;89.55;21.72;54;1008;AN
31.45;88.61;20.11;51;1008;AN
30.33;86.59;17.86;47;1008;AN
28.73;83.71;15.17;43;1008;AN
26.83;80.29;12.30;40;1008;AN
24.83;76.70;9.52;37;1008;AUS
22.97;73.34;7.14;36;1008;AUS
21.44;70.59;5.39;35;1009;AUS
20.41;68.74;4.46;35;1009;AUS
20.00;68.01;4.46;35;1010;AUS
20.26;68.47;5.37;37;1010;AUS
21.15;70.07;7.11;40;1011;AUS
22.57;72.63;9.49;43;1011;AUS
24.38;75.88;12.32;46;1012;AUS
26.37;79.46;15.32;50;1013;AN
28.31;82.96;18.23;54;1013;AN
30.00;86.00;20.78;57;1014;AN
31.25;88.24;22.76;60;1014;AN
31.91;89.44;23.99;63;1015;AN
31.92;89.46;24.38;64;1016;AN
31.28;88.30;23.91;64;1016;AN
30.05;86.09;22.65;64;1016;AN
28.37;83.07;20.73;63;1017;AN
26.43;79.58;18.35;61;1017;AN
24.45;76.01;15.73;58;1017;AUS
22.63;72.74;13.12;54;1017;AUS
21.19;70.14;10.74;51;1017;AUS
20.28;68.51;8.78;47;1017;AUS
20.00;68.00;7.36;43;1017;AUS
20.39;68.70;6.60;40;1017;AUS
21.39;70.51;6.53;38;1017;AUS
22.91;73.23;7.12;36;1017;AUS
24.76;76.57;8.34;35;1016;AUS
26.76;80.16;10.04;35;1016;AN
28.67;83.60;12.07;35;1015;AN
30.28;86.51;14.21;37;1015;AN
31.42;88.56;16.22;40;1014;AN
31.97;89.54;17.88;43;1014;AN
31.85;89.32;19.03;46;1013;AN
31.08;87.95;19.57;50;1012;AN
29.75;85.56;19.48;54;1012;AN
28.01;82.42;18.86;57;1011;AN
26.06;78.90;17.82;60;1011;AN
24.09;75.36;16.56;62;1010;AUS
22.33;72.19;15.27;64;1010;AUS
20.98;69.76;14.14;64;1009;AUS
20.18;68.32;13.31;64;1009;AUS
20.02;68.04;12.87;63;1008;AUS
20.53;68.96;12.84;61;1008;AUS
21.64;70.96;13.17;58;1008;AUS
23.24;73.82;13.77;55;1008;AUS
25.13;77.24;14.47;51;1008;AN
27.14;80.85;15.13;47;1008;AN
29.00;84.21;15.60;44;1008;AN
30.54;86.97;15.79;40;1008;AN
31.58;88.84;15.65;38;1008;AN
31.99;89.59;15.20;36;1008;AN
31.75;89.15;14.50;35;1009;AN
30.87;87.57;13.65;35;1009;AN
29.45;85.02;12.73;35;1010;AN
27.65;81.78;11.81;37;1010;AN
25.67;78.21;11.00;39;1011;AN
23.72;74.70;10.36;42;1011;AUS
22.03;71.65;10.00;46;1012;AUS
20.77;69.39;10.00;50;1013;AUS
20.10;68.17;10.45;53;1013;AUS
20.07;68.13;11.37;57;1014;AUS
20.70;69.26;12.74;60;1014;AUS
21.92;71.46;14.48;62;1015;AUS
23.59;74.46;16.45;64;1015;AUS
25.52;77.94;18.45;64;1016;AN
27.51;81.52;20.27;64;1016;AN
29.33;84.80;21.70;63;1017;AN
30.79;87.41;22.54;61;1017;AN
31.71;89.07;22.66;58;1017;AN
32.00;89.60;21.98;55;1017;AN
31.63;88.93;20.54;51;1017;AN
30.63;87.14;18.42;48;1017;AN
29.13;84.43;15.81;44;1017;AN
27.28;81.10;12.95;41;1017;AN
25.28;77.51;10.13;38;1017;AN
23.37;74.06;7.63;36;1017;AUS
21.74;71.14;5.72;35;1016;AUS
20.59;69.07;4.59;35;1016;AUS
20.04;68.07;4.38;35;1015;AUS
20.14;68.26;5.09;37;1015;AUS
20.90;69.62;6.65;39;1014;AUS
22.21;71.99;8.91;42;1014;AUS
23.95;75.11;11.66;46;1013;AUS
25.91;78.64;14.64;49;1013;AN
27.88;82.19;17.59;53;1012;AN
29.65;85.37;20.24;57;1011;AN
31.01;87.82;22.36;60;1011;AN
31.82;89.27;23.78;62;1010;AN
31.98;89.56;24.36;64;1010;AN
31.48;88.66;24.09;64;1009;AN
30.38;86.68;23.00;64;1009;AN
28.79;83.82;21.22;63;1008;AN
26.89;80.41;18.92;61;1008;AN
24.90;76.82;16.34;59;1008;AUS
23.03;73.45;13.71;55;1008;AUS
21.49;70.68;11.27;52;1008;AUS
20.44;68.79;9.19;48;1008;AUS
20.01;68.01;7.64;44;1008;AUS
20.24;68.43;6.72;41;1008;AUS
21.11;69.99;6.48;38;1008;AUS
22.51;72.52;6.93;36;1008;AUS
24.31;75.75;8.00;35;1009;AUS
26.29;79.32;9.61;35;1009;AN
28.24;82.83;11.58;35;1010;AN
29.94;85.89;13.71;37;1010;AN
31.21;88.17;15.77;39;1011;AN
31.90;89.41;17.53;42;1011;AN
31.93;89.48;18.81;45;1012;AN
31.32;88.37;19.50;49;1012;AN
30.11;86.20;19.56;53;1013;AN
28.45;83.21;19.05;56;1014;AN
26.52;79.73;18.09;59;1014;AN
24.53;76.16;16.87;62;1015;AUS
22.70;72.87;15.56;64;1015;AUS
21.24;70.24;14.38;64;1016;AUS
20.31;68.55;13.47;64;1016;AUS
20.00;68.00;12.93;63;1017;AUS
20.36;68.64;12.81;61;1017;AUS
21.34;70.41;13.07;59;1017;AUS
22.83;73.10;13.61;56;1017;AUS
24.68;76.42;14.30;52;1017;AUS
26.67;80.01;14.99;48;1017;AN
28.59;83.46;15.52;45;1017;AN
30.22;86.40;15.78;41;1017;AN
31.38;88.49;15.71;38;1017;AN
31.95;89.52;15.33;36;1017;AN
31.87;89.36;14.69;35;1016;AN
31.13;88.04;13.86;35;1016;AN
29.83;85.69;12.94;35;1016;AN
28.10;82.58;12.02;36;1015;AN
26.14;79.05;11.18;39;1014;AN
24.17;75.50;10.49;42;1014;AUS
22.39;72.31;10.05;45;1013;AUS
21.02;69.84;9.96;49;1013;AUS
20.20;68.36;10.30;52;1012;AUS
20.02;68.03;11.11;56;1011;AUS
20.50;68.90;12.38;59;1011;AUS
21.59;70.86;14.04;62;1010;AUS
23.16;73.70;15.97;63;1010;AUS
25.05;77.10;17.99;64;1009;AN
27.05;80.69;19.87;64;1009;AN
28.93;84.08;21.41;63;1008;AN
30.48;86.87;22.40;62;1008;AN
31.54;88.78;22.70;59;1008;AN
31.99;89.58;22.21;56;1008;AN
31.77;89.19;20.94;52;1008;AN
30.92;87.65;18.97;49;1008;AN
29.52;85.14;16.46;45;1008;AN
27.73;81.92;13.63;41;1008;AN
25.75;78.36;10.78;39;1008;AN
23.80;74.84;8.17;36;1008;AUS
22.09;71.76;6.10;35;1009;AUS
20.81;69.46;4.78;35;1009;AUS
20.11;68.20;4.35;35;1009;AUS
20.06;68.11;4.84;36;1010;AUS
20.66;69.19;6.21;39;1011;AUS
21.86;71.34;8.32;41;1011;AUS
23.51;74.31;10.97;45;1012;AUS
25.44;77.78;13.92;48;1012;AN
27.43;81.37;16.91;52;1013;AN
29.26;84.67;19.65;56;1014;AN
30.73;87.32;21.92;59;1014;AN
